cycle,timestamp_ms,capture_us,detect_us,embed_us,match_us,publish_us,total_us
760,1779561901393,854,12725,,,,13579
761,1779561901417,500,13343,,,,13843
762,1779561901440,450,12931,,,,13381
763,1779561901464,448,12706,,,,13154
764,1779561901488,519,13993,,,,14512
765,1779561901512,476,13515,,,,13991
766,1779561901536,420,12711,,,,13131
767,1779561901559,545,13161,,,,13706
768,1779561901584,515,13631,,,,14146
769,1779561901607,439,12769,,,,13208
770,1779561901631,741,13203,,,,13944
771,1779561901656,511,13952,,,,14463
772,1779561901679,457,12724,,,,13181
773,1779561901703,516,13317,,,,13833
774,1779561901728,498,14069,,,,14567
775,1779561901752,481,13945,,,,14426
776,1779561901776,519,13311,,,,13830
777,1779561901800,394,12744,,,,13138
778,1779561901824,516,13859,,,,14375
779,1779561901848,493,13082,,,,13575
780,1779561901871,424,12767,,,,13191
781,1779561901896,530,13732,,,,14262
782,1779561901919,517,12855,,,,13372
783,1779561901943,453,12736,,,,13189
784,1779561901966,466,12722,,,,13188
785,1779561901991,515,14358,,,,14873
786,1779561902014,500,12845,,,,13345
787,1779561902039,466,13454,,,,13920
788,1779561902062,473,12717,,,,13190
789,1779561902086,514,13782,,,,14296
790,1779561902110,508,12785,,,,13293
791,1779561902134,466,13536,,,,14002
792,1779561902157,429,12698,,,,13127
793,1779561902180,449,12696,,,,13145
794,1779561902205,526,13981,,,,14507
795,1779561902229,504,13360,,,,13864
796,1779561902252,382,12734,,,,13116
797,1779561902276,539,13120,,,,13659
798,1779561902300,524,12827,,,,13351
799,1779561902323,463,12953,,,,13416
800,1779561902348,503,14305,,,,14808
801,1779561902372,468,12766,,,,13234
802,1779561902395,459,12766,,,,13225
803,1779561902419,526,12775,,,,13301
804,1779561902442,481,12719,,,,13200
805,1779561902466,983,13266,,,,14249
806,1779561902491,528,13826,,,,14354
807,1779561902514,485,12862,,,,13347
808,1779561902538,484,12721,,,,13205
809,1779561902562,826,12776,,,,13602
810,1779561902586,475,13784,,,,14259
811,1779561902609,515,12862,,,,13377
812,1779561902633,442,12709,,,,13151
813,1779561902656,513,12681,,,,13194
814,1779561902681,475,13960,,,,14435
815,1779561902706,502,14225,,,,14727
816,1779561902730,495,14132,,,,14627
817,1779561902755,534,13704,,,,14238
818,1779561902778,501,12730,,,,13231
819,1779561902801,469,12733,,,,13202
820,1779561902825,570,13154,,,,13724
821,1779561902849,516,12701,,,,13217
822,1779561902872,469,12703,,,,13172
823,1779561902895,470,12743,,,,13213
824,1779561902920,514,13572,,,,14086
825,1779561902943,402,12714,,,,13116
826,1779561902966,467,12703,,,,13170
827,1779561902990,513,13336,,,,13849
828,1779561903013,389,12732,,,,13121
829,1779561903039,1489,13395,,,,14884
830,1779561903062,401,12700,,,,13101
831,1779561903086,500,13533,,,,14033
832,1779561903109,423,12832,,,,13255
833,1779561903133,463,12691,,,,13154
834,1779561903158,518,14220,,,,14738
835,1779561903181,502,12808,,,,13310
836,1779561903204,441,12724,,,,13165
837,1779561903228,499,13344,,,,13843
838,1779561903252,375,12746,,,,13121
839,1779561903275,464,12764,,,,13228
840,1779561903298,462,12749,,,,13211
841,1779561903323,551,14248,,,,14799
842,1779561903347,502,12857,,,,13359
843,1779561903370,459,12923,,,,13382
844,1779561903395,588,14154,,,,14742
845,1779561903419,489,13408,,,,13897
846,1779561903443,446,13212,,,,13658
847,1779561903466,406,12722,,,,13128
848,1779561903491,533,14164,,,,14697
849,1779561903515,490,13422,,,,13912
850,1779561903539,452,12735,,,,13187
851,1779561903563,520,13675,,,,14195
852,1779561903587,515,12845,,,,13360
853,1779561903610,524,12735,,,,13259
854,1779561903634,670,13240,,,,13910
855,1779561903658,526,13648,,,,14174
856,1779561904715,448,12885,632546,9,77,645965
857,1779561905981,451,13198,652943,9,,666601
858,1779561905996,353,14877,,,,15230
859,1779561906020,416,12747,,,,13163
860,1779561906044,1397,12833,,,,14230
861,1779561906069,573,13774,,,,14347
862,1779561906094,520,14414,,,,14934
863,1779561906117,509,12951,,,,13460
864,1779561906141,462,12710,,,,13172
865,1779561906164,519,13167,,,,13686
866,1779561906188,450,12694,,,,13144
867,1779561906211,487,12994,,,,13481
868,1779561906235,510,13068,,,,13578
869,1779561906259,459,13124,,,,13583
870,1779561906282,460,12905,,,,13365
871,1779561906306,480,12719,,,,13199
872,1779561906332,515,15775,,,,16290
873,1779561906356,583,13151,,,,13734
874,1779561906381,518,13841,,,,14359
875,1779561906404,385,12700,,,,13085
876,1779561906429,649,13744,,,,14393
877,1779561906453,512,14012,,,,14524
878,1779561906476,368,12676,,,,13044
879,1779561906501,508,14147,,,,14655
880,1779561906526,517,14233,,,,14750
881,1779561906550,481,12769,,,,13250
882,1779561906574,1045,12771,,,,13816
883,1779561906598,520,14022,,,,14542
884,1779561906622,448,13551,,,,13999
885,1779561906646,468,12716,,,,13184
886,1779561906670,443,13556,,,,13999
887,1779561906694,506,13303,,,,13809
888,1779561906717,468,12744,,,,13212
889,1779561907378,463,12729,637270,9,,650471
890,1779561908028,348,12793,636596,9,,649746
891,1779561908677,533,13238,635572,9,,649352
892,1779561909326,351,12756,635217,9,,648333
893,1779561909974,352,14405,633659,9,,648425
894,1779561910623,349,13748,635320,9,,649426
895,1779561910638,351,14522,,,,14873
896,1779561910662,458,12733,,,,13191
897,1779561910686,491,13193,,,,13684
898,1779561910710,515,13380,,,,13895
899,1779561910733,465,12776,,,,13241
900,1779561910757,530,13261,,,,13791
901,1779561910780,458,12711,,,,13169
902,1779561910804,562,13272,,,,13834
903,1779561910829,538,14374,,,,14912
904,1779561910854,496,13436,,,,13932
905,1779561910877,448,12703,,,,13151
906,1779561910901,512,13910,,,,14422
907,1779561910925,375,12791,,,,13166
908,1779561910949,511,13515,,,,14026
909,1779561910973,437,13319,,,,13756
910,1779561910996,464,12718,,,,13182
911,1779561911020,610,13169,,,,13779
912,1779561911044,603,13136,,,,13739
913,1779561911068,513,13068,,,,13581
914,1779561911091,461,12801,,,,13262
915,1779561911115,592,13256,,,,13848
916,1779561911139,514,13567,,,,14081
917,1779561911163,429,12858,,,,13287
918,1779561911186,433,12744,,,,13177
919,1779561911210,620,13246,,,,13866
920,1779561911235,495,14334,,,,14829
921,1779561911259,490,12829,,,,13319
922,1779561911282,478,12775,,,,13253
923,1779561911308,514,14741,,,,15255
924,1779561911331,493,13238,,,,13731
925,1779561911356,1188,13028,,,,14216
926,1779561911380,1412,12782,,,,14194
927,1779561911404,515,12922,,,,13437
928,1779561912064,469,12836,635855,9,57,649226
929,1779561918122,449,13986,643412,9,80,657936
930,1779561919412,588,26394,662987,9,,689978
931,1779561919425,349,12986,,,,13335
932,1779561919448,463,12706,,,,13169
933,1779561919472,973,12720,,,,13693
934,1779561919496,515,13011,,,,13526
935,1779561919519,421,12755,,,,13176
936,1779561919543,644,13156,,,,13800
937,1779561919568,519,14057,,,,14576
938,1779561919591,503,12761,,,,13264
939,1779561919615,449,12730,,,,13179
940,1779561919639,540,13462,,,,14002
941,1779561919663,515,13820,,,,14335
942,1779561919687,484,12767,,,,13251
943,1779561919711,486,13944,,,,14430
944,1779561919736,519,14069,,,,14588
945,1779561919761,518,14024,,,,14542
946,1779561919784,484,12696,,,,13180
947,1779561919807,451,12736,,,,13187
948,1779561919831,585,13363,,,,13948
949,1779561919855,510,12748,,,,13258
950,1779561919878,464,12694,,,,13158
951,1779561919903,527,13923,,,,14450
952,1779561919926,519,12805,,,,13324
953,1779561919950,432,12771,,,,13203
954,1779561919973,464,12696,,,,13160
955,1779561919997,509,13803,,,,14312
956,1779561920021,508,12720,,,,13228
957,1779561920044,463,12689,,,,13152
958,1779561920069,512,14036,,,,14548
959,1779561920093,510,13480,,,,13990
960,1779561920116,444,12647,,,,13091
961,1779561920141,522,14035,,,,14557
962,1779561920165,518,13391,,,,13909
963,1779561920188,362,12673,,,,13035
964,1779561920212,469,12746,,,,13215
965,1779561920235,521,12881,,,,13402
966,1779561920259,465,12837,,,,13302
967,1779561920282,482,12717,,,,13199
968,1779561920307,510,13962,,,,14472
969,1779561920331,531,13971,,,,14502
970,1779561920355,467,12693,,,,13160
971,1779561920379,862,13211,,,,14073
972,1779561920403,529,13777,,,,14306
973,1779561920427,477,12815,,,,13292
974,1779561920450,487,12718,,,,13205
975,1779561920473,462,12739,,,,13201
976,1779561920497,513,12790,,,,13303
977,1779561920520,466,12684,,,,13150
978,1779561920545,510,14145,,,,14655
979,1779561920569,484,13867,,,,14351
980,1779561920594,507,14030,,,,14537
981,1779561920618,511,12772,,,,13283
982,1779561920642,508,13784,,,,14292
983,1779561920666,510,13231,,,,13741
984,1779561920689,417,12887,,,,13304
985,1779561920713,469,12685,,,,13154
986,1779561920737,526,13324,,,,13850
987,1779561920760,509,12732,,,,13241
988,1779561920784,463,12842,,,,13305
989,1779561920808,482,13611,,,,14093
990,1779561920833,513,14126,,,,14639
991,1779561921488,478,13522,631602,8,,645610
992,1779561922136,348,14253,633138,8,,647747
993,1779561922783,415,13003,633750,8,,647176
994,1779561923430,348,12729,633066,10,,646153
995,1779561923444,712,13334,,,,14046
996,1779561923467,508,12847,,,,13355
997,1779561923491,456,12730,,,,13186
998,1779561923514,494,12695,,,,13189
999,1779561923538,511,13048,,,,13559
1000,1779561923561,447,12801,,,,13248
1001,1779561923586,1365,12906,,,,14271
1002,1779561924242,513,14152,631407,11,92,646175
1003,1779561930342,585,27172,671779,9,72,699617
1004,1779561931587,465,13232,631267,9,,644973
1005,1779561932233,348,12724,633196,9,,646277
1006,1779561932881,350,12885,634054,8,,647297
1007,1779561933524,395,12789,630437,8,,643629
1008,1779561934171,353,13789,632248,9,,646399
1009,1779561934818,349,12780,633270,8,63,646470
1010,1779561940925,615,27151,678893,8,84,706751
